STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,Simulation_ID,GEOIDFQ,Simulation_Name,NAMELSAD,LSAD,CLASSFP,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Sqkm,Beltline Score
13,291,90288,01936113,1329190288,0600000US1329190288,Blairsville,Blairsville CCD,22,Z5,G4040,S,441379980,2315012,+34.8268283,-083.9564003,444.19766906688744,0.1
13,291,91566,01936331,1329191566,0600000US1329191566,Ivylog,Ivylog CCD,22,Z5,G4040,S,199381261,15250320,+34.9405073,-084.0439309,214.84520586740803,0.1
13,091,90648,01936176,1309190648,0600000US1309190648,Chester,Chester CCD,22,Z5,G4040,S,155755450,2361486,+32.3645426,-083.2045413,158.48922710150984,0.1
13,163,92838,01936554,1316392838,0600000US1316392838,Stapleton,Stapleton CCD,22,Z5,G4040,S,208860131,492056,+33.1533246,-082.4922877,210.0971059713353,0.1
13,163,93444,01936659,1316393444,0600000US1316393444,Wrens,Wrens CCD,22,Z5,G4040,S,324763853,276471,+33.2097134,-082.3465515,326.2922313110096,0.1
13,241,93042,01936589,1324193042,0600000US1324193042,Tiger,Tiger CCD,22,Z5,G4040,S,339756410,15182305,+34.7986376,-083.4815500,355.56262191143395,0.1
13,269,90557,01936160,1326990557,0600000US1326990557,Carsonville,Carsonville CCD,22,Z5,G4040,S,267321505,2540717,+32.6614676,-084.2413494,270.09067101346096,0.1
13,269,92490,01936491,1326992490,0600000US1326992490,Reynolds,Reynolds CCD,22,Z5,G4040,S,146565318,2574695,+32.5590039,-084.1049705,149.29266251467723,0.1
13,137,93102,01936600,1313793102,0600000US1313793102,Turnerville,Turnerville CCD,22,Z5,G4040,S,144712132,1436298,+34.6710504,-083.4024539,146.41919306139437,0.1
13,255,92901,01936565,1325592901,0600000US1325592901,Sunny Side,Sunny Side CCD,22,Z5,G4040,S,67408819,665685,+33.3305333,-084.3272835,68.12446062128663,0.1
13,255,90942,01936226,1325590942,0600000US1325590942,Digbey,Digbey CCD,22,Z5,G4040,S,37621417,611681,+33.2308150,-084.4780297,38.254858296058394,0.1
13,255,93180,01936614,1325593180,0600000US1325593180,Vaughn,Vaughn CCD,22,Z5,G4040,S,75618177,2074881,+33.2546778,-084.4007119,77.74411159470777,0.1
13,105,90719,01936189,1310590719,0600000US1310590719,Coldwater,Coldwater CCD,22,Z5,G4040,S,263526032,32649123,+34.1839641,-082.7833857,297.0354369472345,0.1
13,221,90814,01936359,1322190814,0600000US1322190814,Crawford,Crawford CCD,22,Z5,G4040,S,421336326,3965935,+33.9202364,-083.1392355,426.297559866453,0.1
13,137,90798,01936202,1313790798,0600000US1313790798,Cornelia,Cornelia CCD,22,Z5,G4040,S,221090666,1755704,+34.5249629,-083.5424560,223.22218276094023,0.1
13,175,90594,01936167,1317590594,0600000US1317590594,Cedar Grove,Cedar Grove CCD,22,Z5,G4040,S,306401253,2433114,+32.3009504,-082.8400387,309.75733539150184,0.1
13,175,90984,01936233,1317590984,0600000US1317590984,Dudley,Dudley CCD,22,Z5,G4040,S,196415070,1560108,+32.5361340,-083.1164265,198.46467905283737,0.1
13,175,90492,01936149,1317590492,0600000US1317590492,Cadwell,Cadwell CCD,22,Z5,G4040,S,241702850,2267361,+32.2701806,-083.0005158,244.6274530114422,0.1
13,175,90978,01936232,1317590978,0600000US1317590978,Dublin,Dublin CCD,22,Z5,G4040,S,404034854,6569641,+32.5781771,-082.9784919,411.72054581681226,0.1
13,175,92484,01936490,1317592484,0600000US1317592484,Rentz,Rentz CCD,22,Z5,G4040,S,189326845,1736688,+32.3932197,-082.9263171,191.60411564218305,0.1
13,075,90030,01936068,1307590030,0600000US1307590030,Adel-Sparks,Adel-Sparks CCD,22,Z5,G4040,S,456052340,9153380,+31.1194277,-083.4271906,466.1663503443601,0.1
13,167,93332,01936100,1316793332,0600000US1316793332,West Johnson,West Johnson CCD,22,Z5,G4040,S,210998104,2352222,+32.7216084,-082.8152462,213.99060026215622,0.1
13,167,90042,01936070,1316790042,0600000US1316790042,Adrian,Adrian CCD,22,Z5,G4040,S,142690287,1944465,+32.5892782,-082.6224136,145.12237411639697,0.1
13,065,91158,01936263,1306591158,0600000US1306591158,Fargo,Fargo CCD,22,Z5,G4040,S,1336369242,18776742,+30.8352662,-082.6702248,1359.8304932377807,0.1
13,065,91530,01936325,1306591530,0600000US1306591530,Homerville,Homerville CCD,22,Z5,G4040,S,774472169,4514306,+31.0667367,-082.7730713,781.4855705387201,0.1
13,023,92198,01936524,1302392198,0600000US1302392198,Northeast Bleckley,Northeast Bleckley CCD,22,Z5,G4040,S,155388056,1328935,+32.4888173,-083.2316285,157.07674511807565,0.1
13,043,92430,01936480,1304392430,0600000US1304392430,Pulaski,Pulaski CCD,22,Z5,G4040,S,165155513,4108804,+32.3767922,-081.9855870,170.06065156007944,0.1
13,043,90060,01936073,1304390060,0600000US1304390060,Aline,Aline CCD,22,Z5,G4040,S,185986091,4140347,+32.3475311,-082.1405336,190.95589854662023,0.1
13,209,92106,01936423,1320992106,0600000US1320992106,Mount Vernon-Ailey,Mount Vernon-Ailey CCD,22,Z5,G4040,S,202184803,2927771,+32.1697348,-082.5513473,205.84152526874422,0.1
13,209,92964,01936576,1320992964,0600000US1320992964,Tarrytown,Tarrytown CCD,22,Z5,G4040,S,220193153,2178154,+32.2824404,-082.5303493,223.16611742885044,0.1
13,209,93162,01936610,1320993162,0600000US1320993162,Uvalda,Uvalda CCD,22,Z5,G4040,S,202185103,4085563,+32.0525141,-082.5201947,207.01567227181482,0.1
13,237,91782,01936367,1323791782,0600000US1323791782,Little River,Little River CCD,22,Z5,G4040,S,279748060,11280767,+33.2393543,-083.4198621,291.59186966711627,0.1
13,297,90528,01936155,1329790528,0600000US1329790528,Campton,Campton CCD,22,Z5,G4040,S,124497027,607686,+33.8877829,-083.7268477,125.28711716809262,0.1
13,297,91806,01936371,1329791806,0600000US1329791806,Loganville,Loganville CCD,22,Z5,G4040,S,141377726,1026106,+33.8187775,-083.8704527,142.58425078841825,0.1
13,297,92796,01936545,1329792796,0600000US1329792796,Social Circle,Social Circle CCD,22,Z5,G4040,S,128343002,1220732,+33.6762081,-083.6901009,129.76113523334598,0.1
13,157,91962,01936399,1315791962,0600000US1315791962,Maysville,Maysville CCD,22,Z5,G4040,S,146331189,1383383,+34.2202064,-083.5965315,147.95391161296212,0.1
13,157,91596,01936336,1315791596,0600000US1315791596,Jefferson,Jefferson CCD,22,Z5,G4040,S,320877813,3337060,+34.0927532,-083.5509937,324.76539307545823,0.1
13,157,93330,01936640,1315793330,0600000US1315793330,West Jackson,West Jackson CCD,22,Z5,G4040,S,188954002,1497960,+34.1402226,-083.7073662,190.7293079902647,0.1
13,119,90546,01936158,1311990546,0600000US1311990546,Carnesville,Carnesville CCD,22,Z5,G4040,S,270432737,2378698,+34.3992871,-083.2865636,273.37601462323113,0.1
13,119,92688,01936527,1311992688,0600000US1311992688,Sandy Cross,Sandy Cross CCD,22,Z5,G4040,S,156629678,1674150,+34.2874097,-083.2704061,158.63728431365135,0.1
13,119,92616,01936515,1311992616,0600000US1311992616,Royston,Royston CCD,22,Z5,G4040,S,95153862,790717,+34.3176356,-083.1458202,96.16594898689335,0.1
13,215,90753,02583410,1321590753,0600000US1321590753,Columbus West,Columbus West CCD,22,Z5,G4040,S,71359916,3038428,+32.4580437,-084.9635634,74.40611019074187,0.1
13,027,90222,01936102,1302790222,0600000US1302790222,Barney,Barney CCD,22,Z5,G4040,S,113555860,1517767,+31.0022454,-083.5268246,115.2957853066921,0.1
13,027,91086,01936251,1302791086,0600000US1302791086,Empress,Empress CCD,22,Z5,G4040,S,198890664,1061952,+30.6875485,-083.5076201,200.3438774383515,0.1
13,117,90270,01936110,1311790270,0600000US1311790270,Big Creek,Big Creek CCD,22,Z5,G4040,S,113588140,909872,+34.1126112,-084.1714142,114.5981183734491,0.1
13,117,92772,01936541,1311792772,0600000US1311792772,Silver City,Silver City CCD,22,Z5,G4040,S,118059554,1677846,+34.3068456,-084.1453121,119.84508600395438,0.1
13,117,90828,01936207,1311790828,0600000US1311790828,Cumming,Cumming CCD,22,Z5,G4040,S,258219763,43720782,+34.2186342,-084.1360189,302.21717823301697,0.1
13,117,90642,01936175,1311790642,0600000US1311790642,Chestatee,Chestatee CCD,22,Z5,G4040,S,91886950,12096572,+34.2791984,-084.0061860,104.09501716720004,0.1
13,037,90120,01936084,1303790120,0600000US1303790120,Arlington,Arlington CCD,22,Z5,G4040,S,93222042,309722,+31.4767059,-084.7421127,93.56314349949103,0.1
13,037,92076,01936418,1303792076,0600000US1303792076,Morgan,Morgan CCD,22,Z5,G4040,S,228872588,3817227,+31.5212790,-084.6262895,232.79534207009593,0.1
13,037,91710,01936355,1303791710,0600000US1303791710,Leary,Leary CCD,22,Z5,G4040,S,251867033,3310393,+31.5169671,-084.5068244,255.3266762056096,0.1
13,069,90438,01936139,1306990438,0600000US1306990438,Broxton,Broxton CCD,22,Z5,G4040,S,323470210,7104922,+31.6831279,-082.9024926,331.53735793336995,0.1
13,069,92166,01936434,1306992166,0600000US1306992166,Nicholls,Nicholls CCD,22,Z5,G4040,S,273876981,1466138,+31.4749407,-082.6792170,276.26909010311965,0.1
13,037,91038,01936243,1303791038,0600000US1303791038,Edison,Edison CCD,22,Z5,G4040,S,152229844,834128,+31.5629691,-084.7459082,153.11390955352067,0.1
13,139,91260,01936280,1313991260,0600000US1313991260,Gainesville,Gainesville CCD,22,Z5,G4040,S,308302382,25218720,+34.2686111,-083.8022368,333.9669176766818,0.1
13,139,91188,01936268,1313991188,0600000US1313991188,Flowery Branch,Flowery Branch CCD,22,Z5,G4040,S,142181628,34574009,+34.1652402,-083.9236686,176.9647415407055,0.1
13,133,91356,01936296,1313391356,0600000US1313391356,Greensboro,Greensboro CCD,22,Z5,G4040,S,285743823,22086562,+33.5229756,-083.1980310,308.5322309173663,0.1
13,233,92568,01936505,1323392568,0600000US1323392568,Rockmart,Rockmart CCD,22,Z5,G4040,S,166760189,1863327,+33.9741901,-085.0717889,168.62065989516688,0.1
