"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US13089021910","Census Tract 219.10, DeKalb County, Georgia","1820","149","61444","10201","23.3","5.1","86875","18837","72.5","5.1","48293","12160","0.0","2.2","-","-222222222","3.5","1.2","73984","20597","0.0","2.2","-","-222222222","0.0","2.2","-","-222222222","0.7","1.1","-","-222222222","1.0","1.7","-","**","22.3","5.4","85391","25364","4.7","3.2","20774","24315","47.6","7.8","60391","24199","39.5","7.5","63333","12165","8.2","2.1","81316","18254","1189","149","65744","7721","46.8","7.9","45980","16002","53.2","7.9","75286","9459","57.2","10.9","76964","18464","27.9","9.7","56731","15675","14.9","9.2","63681","55988","631","168","44728","15011","70.8","12.9","41318","16647","63.4","13.9","34730","15506","7.4","7.6","89145","67519","29.2","12.9","49817","40445","25.8","13.1","49177","27537","3.3","5.3","-","-222222222","22.1","-888888888.0","(X)","-888888888","21.3","-888888888.0","(X)","(X)","23.6","-888888888.0","(X)","(X)",
"1400000US13089021911","Census Tract 219.11, DeKalb County, Georgia","1028","109","39118","15930","1.6","2.8","-","-222222222","85.7","7.8","37757","15343","2.5","4.0","-","-222222222","0.0","3.8","-","-222222222","0.0","3.8","-","-222222222","10.2","7.8","54750","60849","0.0","3.8","-","-222222222","10.2","7.8","54750","60849","1.6","2.8","-","**","12.5","8.4","42692","30075","60.4","12.5","30426","12869","27.1","12.7","125134","121020","0.0","3.8","-","-222222222","554","192","28426","12144","58.3","14.2","30453","20500","41.7","14.2","24583","13707","30.9","18.9","32094","24599","62.8","19.0","19545","14675","6.3","8.2","45817","46177","474","218","44423","23242","44.1","18.3","32596","25097","30.6","17.8","21033","15294","13.5","12.4","43077","6223","55.9","18.3","85284","91366","46.4","18.7","145079","187162","9.5","10.4","54917","70851","47.5","-888888888.0","(X)","-888888888","43.3","-888888888.0","(X)","(X)","52.3","-888888888.0","(X)","(X)",
"1400000US13089021912","Census Tract 219.12, DeKalb County, Georgia","1340","62","98333","37865","69.7","6.6","84808","49153","22.0","6.7","87303","49917","0.0","2.9","-","-222222222","7.2","2.8","146875","201370","0.0","2.9","-","-222222222","0.0","2.9","-","-222222222","1.1","1.8","-","-222222222","0.0","2.9","-","**","69.7","6.6","84808","49153","0.0","2.9","-","-222222222","7.2","7.2","61535","22471","59.9","8.1","142011","50003","32.9","8.5","69653","27405","1186","112","116023","33621","17.9","7.4","151400","110324","82.1","7.4","109063","31781","95.2","7.5","118884","33322","0.0","3.3","-","**","4.8","7.5","-","**","154","102","75094","44199","57.1","36.8","43750","22376","37.0","32.0","36164","12451","20.1","23.9","52422","8439","42.9","36.8","76557","61866","34.4","39.4","-","-222222222","8.4","13.6","-","-222222222","45.4","-888888888.0","(X)","-888888888","45.5","-888888888.0","(X)","(X)","44.2","-888888888.0","(X)","(X)",
"1400000US13089021913","Census Tract 219.13, DeKalb County, Georgia","1837","207","32551","2288","8.6","5.7","30946","8035","89.1","6.1","33038","2432","0.0","2.2","-","-222222222","0.7","1.2","2,500-","-333333333","0.0","2.2","-","-222222222","0.6","1.0","-","-222222222","1.0","1.2","14659","21759","6.6","5.2","26520","4249","3.3","3.1","43750","103853","12.9","7.1","26360","6994","65.1","8.6","32655","3180","21.5","7.0","35434","4486","0.5","1.6","-","-222222222","733","178","29973","8494","59.6","15.3","24814","4775","40.4","15.3","35571","1714","28.8","13.9","35865","12553","52.9","16.3","24868","8119","18.3","12.4","24931","22586","1104","198","32013","1950","39.4","13.3","32422","6887","32.7","13.0","32422","6760","6.7","6.0","33750","31568","60.6","13.3","31977","2227","43.1","11.8","32385","2640","17.5","10.1","30967","4413","12.2","-888888888.0","(X)","-888888888","23.6","-888888888.0","(X)","(X)","4.7","-888888888.0","(X)","(X)",
"1400000US13089022001","Census Tract 220.01, DeKalb County, Georgia","1927","87","54219","8847","69.5","5.9","62188","7192","23.0","4.9","36726","9261","0.0","2.1","-","-222222222","3.9","2.5","54688","18534","0.0","2.1","-","-222222222","1.7","2.6","-","-222222222","1.9","2.2","40625","40198","9.0","5.2","60347","40566","64.0","6.3","61875","7964","6.2","4.2","26824","19650","45.1","5.2","62470","10156","30.8","5.9","55903","13284","17.9","5.4","35104","18320","886","132","68043","7014","36.5","7.3","68641","14119","63.5","7.3","67245","11362","76.9","8.1","73688","9387","19.5","8.6","38021","22720","3.6","3.0","52500","69669","1041","126","39774","6498","55.7","10.6","38354","8067","48.7","9.8","37536","8822","7.0","4.3","62813","54377","44.3","10.6","41507","16728","40.7","10.3","40809","14261","3.6","2.8","83125","35130","24.1","-888888888.0","(X)","-888888888","22.0","-888888888.0","(X)","(X)","25.9","-888888888.0","(X)","(X)",
"1400000US13089022004","Census Tract 220.04, DeKalb County, Georgia","1780","115","44112","10736","17.9","5.2","65921","34767","69.6","5.3","44461","10843","0.0","2.2","-","-222222222","12.2","3.8","31791","14183","0.0","2.2","-","-222222222","0.0","2.2","-","-222222222","0.3","0.5","-","-222222222","2.9","2.4","44583","45587","15.7","4.9","68529","36830","3.1","3.1","34423","118706","41.3","6.7","30783","5347","44.2","6.3","56250","11356","11.3","3.9","50625","51311","1467","143","50237","10669","56.0","9.0","31332","4022","44.0","9.0","60921","19722","58.3","9.1","70350","15951","30.4","8.9","30755","9191","11.3","7.4","36875","43480","313","110","32614","27847","32.9","17.5","23839","72084","26.5","16.4","21719","5374","6.4","7.5","71786","27185","67.1","17.5","34091","35097","47.0","20.5","33977","49175","20.1","14.9","92539","168233","35.6","-888888888.0","(X)","-888888888","37.2","-888888888.0","(X)","(X)","18.2","-888888888.0","(X)","(X)",
"1400000US13089022005","Census Tract 220.05, DeKalb County, Georgia","1498","142","35560","6567","15.4","4.9","54688","28940","77.6","6.3","31676","6299","0.0","2.6","-","-222222222","6.3","3.5","44844","6616","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","0.7","1.2","-","-222222222","1.3","1.5","42273","204536","14.1","5.1","62656","31150","1.8","2.7","-","-222222222","44.9","6.7","40486","15626","40.9","6.5","36594","5955","12.3","3.6","16587","7152","927","141","40778","7358","48.1","10.4","21739","12809","51.9","10.4","51555","8216","50.7","11.1","41643","7597","33.8","11.5","29156","16914","15.5","8.3","49130","50141","571","149","29042","8525","39.6","13.1","30962","12460","32.2","11.8","30577","11943","7.4","6.9","45588","48305","60.4","13.1","28208","17049","49.0","15.4","19545","23183","11.4","11.8","60362","59009","24.2","-888888888.0","(X)","-888888888","25.7","-888888888.0","(X)","(X)","18.2","-888888888.0","(X)","(X)",
"1400000US13089022007","Census Tract 220.07, DeKalb County, Georgia","1406","196","30519","2444","13.4","6.0","62724","19848","74.3","6.4","30676","2167","0.0","2.8","-","-222222222","10.1","5.5","12212","17470","0.0","2.8","-","-222222222","2.1","3.0","24474","107016","0.0","2.8","-","-222222222","2.6","3.1","24868","67667","13.4","6.0","62724","19848","14.7","7.3","27656","26123","53.8","10.0","30896","2092","26.6","8.4","38462","9797","4.8","3.2","14167","51204","858","163","30413","5673","67.7","10.5","22303","12990","32.3","10.5","64556","18378","42.9","13.7","32083","31553","45.7","13.1","29853","5993","11.4","8.0","31048","25658","548","163","29041","5154","53.3","16.1","22321","6753","35.6","16.9","21875","10445","17.7","13.2","23487","44520","46.7","16.1","36532","11943","41.8","16.6","35444","13332","4.9","5.1","44750","80568","33.3","-888888888.0","(X)","-888888888","42.1","-888888888.0","(X)","(X)","18.4","-888888888.0","(X)","(X)",
"1400000US13089022008","Census Tract 220.08, DeKalb County, Georgia","2319","222","29964","3762","17.6","4.8","38083","13549","61.9","6.3","28964","4880","0.0","1.7","-","-222222222","12.2","4.2","22132","14433","0.0","1.7","-","-222222222","6.8","3.6","38250","19741","1.4","1.6","50208","64705","5.3","3.5","37615","33715","17.6","4.8","38083","13549","8.2","4.6","14345","39541","63.6","5.7","29157","4054","22.5","5.2","32667","14663","5.6","3.7","39000","20873","1529","195","34508","3891","62.8","8.4","33400","6235","37.2","8.4","39250","26700","53.1","10.5","38864","4603","34.5","10.0","28370","5573","12.4","6.8","16283","15579","790","189","22143","6864","48.9","12.7","23214","12162","42.3","12.6","20667","7911","6.6","6.7","63583","21748","51.1","12.7","21803","6698","43.7","12.6","20594","8423","7.5","5.7","30069","7649","28.1","-888888888.0","(X)","-888888888","28.6","-888888888.0","(X)","(X)","27.1","-888888888.0","(X)","(X)",
"1400000US13089022009","Census Tract 220.09, DeKalb County, Georgia","2358","219","27588","5772","7.8","5.3","22857","10238","89.6","5.6","28676","5703","0.0","1.7","-","-222222222","2.1","2.2","128299","127794","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","0.6","0.9","-","-222222222","1.2","2.0","-","**","6.6","5.1","21779","23276","6.1","4.6","20587","20186","57.8","8.5","24555","8382","29.1","7.2","37128","7804","7.1","4.1","13333","23449","1276","247","30133","7997","55.6","12.1","25982","7624","44.4","12.1","32500","10179","38.8","11.6","42835","4948","54.7","13.0","24375","4235","6.5","5.5","30801","40130","1082","204","21903","4027","55.2","14.4","17061","5408","49.9","14.2","16504","2477","5.3","4.8","32868","19463","44.8","14.4","26027","6731","38.5","13.1","23628","5247","6.3","6.7","127639","154184","25.1","-888888888.0","(X)","-888888888","24.5","-888888888.0","(X)","(X)","25.1","-888888888.0","(X)","(X)",
"1400000US13089022010","Census Tract 220.10, DeKalb County, Georgia","680","92","45238","21178","34.7","12.4","46071","12469","49.9","10.1","34926","31287","0.0","5.7","-","-222222222","7.8","4.2","61688","15731","0.0","5.7","-","-222222222","0.9","1.8","-","-222222222","6.8","9.7","-","-222222222","0.0","5.7","-","**","34.7","12.4","46071","12469","3.8","5.8","-","-222222222","45.6","11.0","36250","29699","44.7","11.4","47381","24948","5.9","5.8","63333","48045","349","80","61393","23879","39.8","17.2","31510","40423","60.2","17.2","62500","48193","69.1","17.8","70972","41237","26.1","17.2","20815","26982","4.9","8.3","-","**","331","111","29567","29117","35.3","19.3","20313","43210","35.3","19.3","20313","43210","0.0","11.4","-","-222222222","64.7","19.3","29904","37959","26.0","18.5","25208","74947","38.7","21.2","47897","35736","28.8","-888888888.0","(X)","-888888888","30.9","-888888888.0","(X)","(X)","26.6","-888888888.0","(X)","(X)",
"1400000US13089022100","Census Tract 221, DeKalb County, Georgia","1442","113","28000","6057","25.7","5.7","72946","15529","68.7","5.4","15977","6523","0.0","2.7","-","-222222222","3.3","2.2","50714","54744","0.0","2.7","-","-222222222","1.5","1.5","87500","97252","0.8","1.2","-","-222222222","3.1","2.4","77946","41652","24.8","5.8","71375","19423","1.2","1.5","4861","20837","61.0","6.2","31750","10127","28.0","5.2","26545","11817","9.8","2.8","17727","20926","880","119","27591","6160","65.2","10.3","20000","16005","34.8","10.3","37692","9990","42.5","8.8","68750","51785","55.0","8.8","10300","7711","2.5","3.4","23036","8161","562","118","35336","16679","51.2","13.9","50833","18013","35.4","11.7","35139","27211","15.8","9.2","59950","23093","48.8","13.9","25323","22031","37.7","14.0","15625","8526","11.0","8.7","75000","71698","15.7","-888888888.0","(X)","-888888888","23.0","-888888888.0","(X)","(X)","4.4","-888888888.0","(X)","(X)",
"1400000US13089022203","Census Tract 222.03, DeKalb County, Georgia","1014","142","44722","9040","61.2","11.0","49205","8180","14.5","7.5","33665","6249","3.6","5.4","-","-222222222","17.5","9.8","31289","39705","0.0","3.9","-","-222222222","1.0","1.6","-","-222222222","2.2","3.0","32292","38355","4.9","5.8","61689","72729","60.0","11.3","47727","8447","11.5","5.7","9805","35375","46.0","8.7","55865","16965","28.6","6.2","47500","12280","13.9","5.8","26875","21361","343","106","66446","12158","35.9","13.7","43860","9555","64.1","13.7","67357","18854","69.4","13.8","78333","35059","30.6","13.8","43199","18289","0.0","11.0","-","**","671","142","34861","11970","52.5","11.3","41667","15331","43.2","11.9","45446","15932","9.2","6.9","9922","67610","47.5","11.3","31676","10641","37.6","10.1","30625","9136","10.0","9.1","61047","74038","30.8","-888888888.0","(X)","-888888888","21.9","-888888888.0","(X)","(X)","35.3","-888888888.0","(X)","(X)",
"1400000US13089022204","Census Tract 222.04, DeKalb County, Georgia","2652","213","36570","8223","51.8","7.1","54295","13204","21.9","4.6","28538","8618","0.0","1.5","-","-222222222","17.3","5.5","43140","49074","0.8","1.5","-","-222222222","5.2","3.6","33806","8771","3.1","2.7","48917","227976","5.7","3.7","33444","8781","51.3","7.1","54591","12569","2.8","2.7","2,500-","-333333333","47.8","6.3","55132","23611","35.9","6.4","34611","14159","13.5","3.2","35179","22275","1164","241","53077","12745","43.6","11.2","44070","22618","56.4","11.2","54103","11885","75.5","10.6","58791","9207","21.3","11.0","30536","22186","3.2","3.5","21850","29011","1488","217","30365","5885","50.9","11.6","27606","5932","43.0","11.3","27000","6099","7.9","5.5","87750","120619","49.1","11.6","34063","22482","37.4","12.8","33068","24214","11.8","7.9","67633","59499","33.6","-888888888.0","(X)","-888888888","33.5","-888888888.0","(X)","(X)","33.7","-888888888.0","(X)","(X)",
"1400000US13089022301","Census Tract 223.01, DeKalb County, Georgia","2890","149","54500","5870","81.9","6.6","56903","4777","10.6","5.1","15443","8448","0.0","1.4","-","-222222222","6.7","4.2","56886","2367","0.0","1.4","-","-222222222","0.0","1.4","-","-222222222","0.8","1.2","-","-222222222","2.2","2.8","51575","117543","79.7","6.8","57312","4892","12.4","5.2","35288","40574","37.9","5.6","57031","14549","30.3","5.3","63889","13650","19.4","4.3","30590","10586","1091","206","75156","24805","42.5","9.3","96000","59474","57.5","9.3","71442","25934","81.8","9.3","87955","15264","11.7","5.9","51500","30922","6.5","8.0","55996","1157","1799","236","32402","11755","65.6","9.2","36078","18540","48.2","8.5","30417","11029","17.4","6.0","49116","43341","34.4","9.2","31628","12100","26.2","8.2","31375","19846","8.1","4.8","31848","47770","16.2","-888888888.0","(X)","-888888888","7.5","-888888888.0","(X)","(X)","21.5","-888888888.0","(X)","(X)",
"1400000US13089022302","Census Tract 223.02, DeKalb County, Georgia","2108","86","55396","6111","74.4","6.8","61648","12273","11.2","5.8","52975","20033","0.0","1.9","-","-222222222","11.9","4.7","44667","5813","0.0","1.9","-","-222222222","2.0","1.8","28846","75258","0.5","0.8","-","-222222222","2.8","2.2","83000","101733","73.6","7.1","60625","11935","3.9","2.5","28846","40739","49.6","6.4","53250","8851","29.8","5.7","76700","10120","16.7","2.7","52727","26056","1060","189","71576","13638","43.9","9.7","49093","23118","56.1","9.7","77891","14157","72.9","11.5","83578","14483","22.6","11.2","44833","33208","4.4","4.0","77734","45276","1048","167","50192","10050","63.3","10.8","52232","12655","52.9","10.9","51429","11681","10.4","5.6","68438","58240","36.7","10.8","47404","16970","26.3","10.3","45000","18450","10.4","5.5","58859","29791","21.6","-888888888.0","(X)","-888888888","22.0","-888888888.0","(X)","(X)","21.3","-888888888.0","(X)","(X)",
"1400000US13089022401","Census Tract 224.01, DeKalb County, Georgia","1970","157","82300","19345","94.5","3.2","81750","20611","2.3","2.9","250,000+","-333333333","0.0","2.0","-","-222222222","2.2","2.0","26167","132336","0.0","2.0","-","-222222222","0.5","0.8","2,500-","-333333333","0.5","0.8","2,500-","-333333333","2.4","2.2","121250","107704","92.0","3.8","81050","21625","11.9","4.8","7143","34879","49.3","6.1","93250","32870","27.4","5.7","115167","48871","11.4","2.9","88750","36770","795","109","117176","30081","43.6","8.2","141875","46751","56.4","8.2","115370","27123","84.3","7.3","120714","27402","13.7","6.8","152589","166011","2.0","2.4","93000","6071","1175","145","61771","17878","51.5","10.2","52674","4779","42.9","9.8","50357","10672","8.6","5.5","54323","22354","48.5","10.2","96296","30069","24.9","10.3","73971","104196","23.7","8.5","96620","18296","21.4","-888888888.0","(X)","-888888888","15.6","-888888888.0","(X)","(X)","23.1","-888888888.0","(X)","(X)",
"1400000US13089022402","Census Tract 224.02, DeKalb County, Georgia","998","119","24943","4831","67.5","9.6","31019","6245","3.9","4.0","2,500-","-333333333","0.0","3.9","-","-222222222","27.4","9.7","15929","15805","0.0","3.9","-","-222222222","0.0","3.9","-","-222222222","1.2","2.2","-","-222222222","4.4","5.3","52963","48697","63.1","9.4","30556","5961","21.2","8.1","9479","16600","36.7","9.0","26250","6154","12.1","3.7","72989","34153","30.0","5.4","29327","11114","320","101","65227","25853","45.6","16.5","56250","40236","54.4","16.5","65682","38450","100.0","11.7","65227","25853","0.0","11.7","-","**","0.0","11.7","-","**","678","141","19510","5316","63.4","11.7","23220","3204","53.7","10.6","22755","4221","9.7","7.4","24559","3872","36.6","11.7","8333","13025","14.5","7.8","24643","14746","22.1","11.1","2,500-","-333333333","23.8","-888888888.0","(X)","-888888888","19.4","-888888888.0","(X)","(X)","26.0","-888888888.0","(X)","(X)",
"1400000US13089022403","Census Tract 224.03, DeKalb County, Georgia","1436","111","126471","12610","94.6","2.6","124926","10153","0.0","2.7","-","-222222222","0.0","2.7","-","-222222222","4.9","2.5","250,000+","-333333333","0.0","2.7","-","-222222222","0.0","2.7","-","-222222222","0.6","0.9","-","-222222222","1.0","1.2","16750","3070","93.6","2.9","125294","8322","1.9","1.7","13750","6382","33.4","4.8","131300","34960","43.7","5.3","174861","50990","21.0","3.3","76250","15793","1075","96","161385","32044","59.5","7.0","162027","37287","40.5","7.0","151625","79389","92.1","7.1","178056","29265","3.8","3.1","54028","60757","4.1","5.7","-","**","361","93","56366","8678","69.0","14.5","47361","29758","60.4","14.4","55324","23092","8.6","7.9","28558","185951","31.0","14.5","91667","48938","11.1","9.3","87708","96530","19.9","11.2","155962","107857","14.6","-888888888.0","(X)","-888888888","15.3","-888888888.0","(X)","(X)","12.2","-888888888.0","(X)","(X)",
"1400000US13089022500","Census Tract 225, DeKalb County, Georgia","2354","141","65859","10137","71.9","5.0","84489","10887","25.9","4.9","9719","3423","0.0","1.7","-","-222222222","1.2","1.4","72014","128107","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","1.0","1.0","-","-222222222","3.4","3.7","81250","1037","68.5","6.2","86474","16648","4.1","2.6","11250","19142","35.9","5.1","80911","13752","44.6","6.5","62875","20468","15.5","3.5","34231","16532","1118","135","83125","12513","65.8","7.8","74773","20537","34.2","7.8","99333","38767","62.7","9.2","109345","27395","37.3","9.2","30368","27098","0.0","3.5","-","**","1236","179","46081","16076","66.5","9.3","39792","20297","57.2","8.4","25268","21164","9.3","5.1","136635","42636","33.5","9.3","67222","33332","26.6","9.7","57188","56892","6.9","5.3","150451","125002","14.4","-888888888.0","(X)","-888888888","17.0","-888888888.0","(X)","(X)","12.1","-888888888.0","(X)","(X)",
"1400000US13089022600","Census Tract 226, DeKalb County, Georgia","2928","174","67022","6714","82.3","4.0","73432","3514","11.9","3.8","21446","6535","0.0","1.4","-","-222222222","1.6","1.5","39107","275088","0.0","1.4","-","-222222222","3.9","3.1","43750","127922","0.3","0.5","-","-222222222","7.4","3.5","38375","93653","78.1","4.7","73217","4022","4.5","2.7","8266","49827","38.9","4.4","74304","4923","30.5","4.3","87546","22495","26.1","3.3","24318","5694","1194","151","113571","31397","38.6","7.9","152417","52466","61.4","7.9","90378","10011","86.3","6.4","120870","16123","6.1","4.3","63942","82705","7.6","5.5","70268","60506","1734","203","43707","6716","61.4","6.3","46126","4937","50.0","6.9","39891","7422","11.4","5.0","78565","13498","38.6","6.3","34107","23912","30.6","6.7","22143","11478","8.1","4.0","74745","81578","12.4","-888888888.0","(X)","-888888888","9.3","-888888888.0","(X)","(X)","13.5","-888888888.0","(X)","(X)",
"1400000US13089022700","Census Tract 227, DeKalb County, Georgia","1598","105","82125","8145","66.6","5.9","106677","12873","29.8","5.4","23009","5100","0.0","2.5","-","-222222222","1.3","1.8","-","-222222222","0.0","2.5","-","-222222222","1.9","2.9","-","-222222222","0.4","0.6","-","-222222222","1.9","2.9","-","**","66.6","5.9","106677","12873","0.6","1.1","-","-222222222","55.8","5.6","100750","15276","29.9","5.7","73333","22592","13.7","3.2","25559","5368","897","106","95828","7598","47.0","8.7","97167","22389","53.0","8.7","95025","54121","61.6","8.3","137875","21202","26.1","7.5","25804","6023","12.3","8.5","37885","60643","701","126","67961","19944","64.5","11.0","42273","27680","50.9","11.0","25813","19004","13.6","5.7","122656","62373","35.5","11.0","88563","18088","26.7","9.5","80438","25809","8.8","7.3","106905","8856","15.1","-888888888.0","(X)","-888888888","15.9","-888888888.0","(X)","(X)","14.1","-888888888.0","(X)","(X)",
"1400000US13089022800","Census Tract 228, DeKalb County, Georgia","1217","100","86094","17283","76.9","5.0","115375","34641","19.7","4.0","24792","9077","0.0","3.2","-","-222222222","0.9","1.4","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","2.5","2.8","42656","22795","2.5","2.8","95156","149874","75.6","5.7","116375","34270","3.6","5.5","2,500-","-333333333","47.1","6.1","89213","25486","37.1","5.0","97344","64342","12.2","2.9","27900","9686","837","92","114219","26293","50.3","9.7","123450","25107","49.7","9.7","93667","37885","76.5","7.8","139444","23016","22.1","7.3","28250","23633","1.4","2.2","-","**","380","101","39750","24182","68.9","16.2","26979","29071","61.1","17.6","25417","20248","7.9","7.1","91000","97040","31.1","16.2","56250","68519","23.9","13.1","50089","61582","7.1","9.2","-","-222222222","11.6","-888888888.0","(X)","-888888888","13.7","-888888888.0","(X)","(X)","6.8","-888888888.0","(X)","(X)",
"1400000US13089022900","Census Tract 229, DeKalb County, Georgia","1466","132","71369","7352","62.3","7.1","74590","13166","27.1","7.0","30313","12137","0.0","2.7","-","-222222222","7.9","6.0","80469","5764","0.0","2.7","-","-222222222","0.9","1.4","-","-222222222","1.8","2.1","19911","236225","2.2","2.1","128077","186727","61.9","7.2","74473","12606","2.5","2.2","33333","28898","40.0","7.3","76771","12083","45.6","6.3","71518","7930","11.9","3.4","24936","4197","699","144","73776","10578","27.0","11.9","64327","83855","73.0","11.9","74531","9357","67.7","11.0","92950","22726","25.3","11.3","22621","12068","7.0","5.6","26058","40284","767","143","51458","19938","55.3","10.4","51667","14798","45.5","10.1","47150","8146","9.8","5.0","107950","8762","44.7","10.4","37411","66474","39.6","10.9","36786","48702","5.1","4.2","105694","88628","22.4","-888888888.0","(X)","-888888888","29.2","-888888888.0","(X)","(X)","16.2","-888888888.0","(X)","(X)",
"1400000US13089023000","Census Tract 230, DeKalb County, Georgia","903","106","61875","14100","74.0","7.4","73636","14431","21.2","6.2","26976","9209","0.0","4.3","-","-222222222","1.9","2.0","179861","33335","0.0","4.3","-","-222222222","2.0","3.0","-","-222222222","1.0","1.6","-","-222222222","7.3","5.7","77768","19668","68.7","8.1","71579","19285","0.0","4.3","-","-222222222","28.9","6.0","78884","21318","53.2","7.5","60694","15888","17.9","4.1","41667","23584","483","66","91181","20280","38.3","9.7","115469","47447","61.7","9.7","80341","24692","72.9","13.9","109063","13929","24.0","13.6","78661","12176","3.1","4.8","-","**","420","107","27366","4919","53.6","15.3","29125","14851","48.3","15.8","27050","11904","5.2","5.4","89333","92461","46.4","15.3","26734","7924","45.7","15.8","26613","7745","0.7","2.4","-","-222222222","28.0","-888888888.0","(X)","-888888888","23.6","-888888888.0","(X)","(X)","33.1","-888888888.0","(X)","(X)",
"1400000US13089023101","Census Tract 231.01, DeKalb County, Georgia","1621","135","38326","7327","19.3","4.4","72891","21770","80.2","4.5","33059","4152","0.0","2.4","-","-222222222","0.0","2.4","-","-222222222","0.0","2.4","-","-222222222","0.0","2.4","-","-222222222","0.5","0.7","-","-222222222","0.9","1.1","145156","47139","18.4","4.4","67097","14765","1.6","1.8","32500","54961","34.0","6.7","55050","24607","47.7","7.6","34375","10246","16.7","4.0","27992","7191","1058","116","39073","14798","28.4","7.4","37743","7998","71.6","7.4","45729","26516","53.2","9.0","65785","10481","40.8","8.8","28409","6992","6.0","4.0","29896","39863","563","129","35038","10869","63.1","12.1","34219","10493","52.4","13.7","31250","9775","10.7","8.8","38478","72688","36.9","12.1","43000","37307","24.0","10.1","20938","6739","13.0","10.4","90875","42569","38.5","-888888888.0","(X)","-888888888","35.9","-888888888.0","(X)","(X)","43.3","-888888888.0","(X)","(X)",
"1400000US13089023102","Census Tract 231.02, DeKalb County, Georgia","1328","124","41630","12336","37.0","6.1","85764","7734","60.8","5.8","26667","8295","0.0","3.0","-","-222222222","0.8","1.3","-","-222222222","0.0","3.0","-","-222222222","1.4","1.8","-","-222222222","0.0","3.0","-","-222222222","1.4","1.8","-","**","37.0","6.1","85764","7734","7.2","5.0","36932","15863","41.5","7.4","54375","22243","37.3","5.9","45694","35409","13.9","4.8","56065","10791","710","101","55060","6781","45.9","8.8","33750","19210","54.1","8.8","59828","11843","51.4","12.1","66776","39474","46.9","11.8","20208","36860","1.7","2.4","-","**","618","125","35250","15884","50.2","12.6","36563","27740","42.4","13.4","25000","21636","7.8","6.3","103438","142715","49.8","12.6","29902","14572","29.4","14.7","28235","9099","20.4","11.3","38864","41092","25.7","-888888888.0","(X)","-888888888","30.7","-888888888.0","(X)","(X)","19.9","-888888888.0","(X)","(X)",
